user_id,total_spent,avg_spent,transaction_count,spending_intensity,risk_segment,raw_score,financial_score,customer_tier
90,17102.49,62.87680147058824,272,62.64648351648352,Low,6941.459040441177,14.03,Basic
91,16794.07,70.5633193277311,238,70.26807531380753,Low,6810.196995798319,13.2,Basic
92,17576.32,64.85726937269372,271,64.61882352941177,Low,7131.2851808118085,15.22,Basic
93,18374.61,75.61567901234568,243,75.3057786885246,Low,7445.428703703705,17.2,Basic
94,21169.42,80.18719696969697,264,79.8846037735849,Low,8571.02415909091,24.3,Basic
95,17817.0,63.405693950177934,281,63.180851063829785,Low,7230.121708185054,15.85,Basic
96,17554.13,71.35825203252033,246,71.06935222672065,Low,7116.859475609757,15.13,Basic
97,19508.46,70.17431654676258,278,69.92279569892473,Low,7907.836294964029,20.12,Basic
98,19183.36,71.57970149253731,268,71.3136059479554,Low,7775.217910447762,19.28,Basic
99,14938.08,60.47805668016194,247,60.2341935483871,Low,6067.475417004049,8.51,Basic
100,18438.18,73.45888446215139,251,73.16738095238095,Low,7472.609665338647,17.37,Basic
101,17537.78,66.68357414448668,263,66.43098484848484,Low,7114.017072243346,15.11,Basic
102,16361.05,60.37287822878229,271,60.15091911764706,Low,6643.831863468635,12.15,Basic
103,14032.77,64.37050458715596,218,64.07657534246576,Low,5697.819151376147,6.18,Basic
104,19972.78,69.8348951048951,286,69.59156794425087,Low,8095.862468531469,21.3,Basic
105,19273.53,70.59901098901098,273,70.3413503649635,Low,7812.491703296703,19.52,Basic
106,18693.45,69.49237918215614,269,69.235,Low,7578.927713754648,18.04,Basic
107,16328.2,66.91885245901639,244,66.64571428571429,Low,6624.555655737706,12.03,Basic
108,17969.33,68.32444866920153,263,68.06564393939395,Low,7287.129334600761,16.2,Basic
109,16881.44,66.4623622047244,254,66.20172549019607,Low,6848.714708661417,13.44,Basic
110,25570.19,91.64942652329748,279,91.32210714285712,Low,10339.27082795699,35.45,Basic
111,15624.12,62.24749003984064,251,62.00047619047619,Low,6343.622247011954,10.26,Basic
112,19436.98,65.22476510067114,298,65.0066220735786,Low,7883.7594295302015,19.97,Basic
113,15742.78,56.22421428571429,280,56.02412811387901,Low,6397.9792642857155,10.6,Basic
114,20001.19,75.47618867924528,265,75.19244360902255,Low,8102.618856603774,21.35,Basic
115,17629.73,68.33228682170542,258,68.0684555984556,Low,7149.791686046511,15.34,Basic
116,19893.34,72.60343065693431,274,72.33941818181819,Low,8061.31702919708,21.09,Basic
117,24741.56,86.20752613240418,287,85.90819444444445,Low,10008.586257839723,33.36,Basic
118,16565.81,63.47053639846744,261,63.228282442748096,Low,6723.6651609195405,12.65,Basic
119,20981.86,81.32503875968993,258,81.01104247104247,Low,8494.541511627907,23.82,Basic
120,14831.02,61.79591666666667,240,61.5395020746888,Low,6022.946775,8.23,Basic
121,15976.22,62.407109375,256,62.16428015564202,Low,6486.0101328125,11.15,Basic
122,18093.61,73.55126016260162,246,73.25348178137652,Low,7333.309378048781,16.5,Basic
123,19775.87,74.62592452830188,265,74.34537593984962,Low,8012.235777358491,20.78,Basic
124,16970.06,65.52146718146719,259,65.26946153846154,Low,6885.380440154441,13.67,Basic
125,15658.19,62.13567460317461,252,61.8900790513834,Low,6357.516702380954,10.34,Basic
126,15438.65,63.5335390946502,243,63.27315573770492,Low,6267.420061728395,9.78,Basic
127,18110.16,62.448827586206896,290,62.23422680412371,Low,7349.798648275862,16.6,Basic
128,14277.36,56.65619047619048,252,56.43225296442688,Low,5803.540857142858,6.85,Basic
129,15394.53,65.2310593220339,236,64.95582278481012,Low,6248.181317796611,9.65,Basic
130,13941.18,55.76472,250,55.54254980079681,Low,5668.201416000001,6.0,Basic
131,17464.08,63.50574545454546,275,63.27565217391305,Low,7087.183723636365,14.94,Basic
132,15594.99,63.39426829268292,246,63.13761133603239,Low,6330.814280487805,10.17,Basic
133,13030.31,54.52012552301255,239,54.29295833333333,Low,5300.180037656904,3.68,Basic
134,18798.52,74.59730158730159,252,74.30245059288538,Low,7617.387190476191,18.29,Basic
135,15781.31,60.46478927203065,261,60.23400763358779,Low,6408.96343678161,10.67,Basic
136,16588.7,66.62128514056225,249,66.3548,Low,6730.166385542169,12.69,Basic
137,17385.77,65.11524344569288,267,64.87227611940298,Low,7053.942573033709,14.73,Basic
138,17010.35,63.94868421052631,266,63.70917602996254,Low,6903.124605263158,13.78,Basic
139,15905.33,64.65581300813008,246,64.39404858299595,Low,6455.32874390244,10.96,Basic
140,18464.35,66.4185251798561,278,66.18046594982079,Low,7489.065557553956,17.48,Basic
141,22601.21,87.9424513618677,257,87.60158914728682,Low,9143.966735408561,27.91,Basic
142,17752.88,65.99583643122676,269,65.75140740740741,Low,7201.650750929369,15.67,Basic
143,15789.53,63.15812,250,62.90649402390438,Low,6409.759436000001,10.67,Basic
144,18544.32,68.68266666666666,270,68.42922509225092,Low,7519.3328,17.67,Basic
145,16118.03,65.25518218623482,247,64.99205645161291,Low,6540.888554655871,11.5,Basic
146,15573.5,65.16108786610879,239,64.88958333333333,Low,6320.648326359833,10.11,Basic
147,20131.03,72.154229390681,279,71.8965357142857,Low,8157.758268817204,21.69,Basic
148,15283.36,60.40853754940712,253,60.17070866141732,Low,6207.366561264823,9.4,Basic
149,16054.43,62.95854901960784,255,62.7126171875,Low,6517.159564705883,11.35,Basic
150,20175.29,73.63244525547445,274,73.36469090909091,Low,8174.405733576643,21.8,Basic
151,17194.19,67.69366141732283,254,67.42819607843137,Low,6974.184098425196,14.23,Basic
152,17796.15,69.78882352941177,255,69.5162109375,Low,7215.896647058825,15.76,Basic
153,18363.13,66.77501818181818,275,66.53307971014493,Low,7447.784505454546,17.22,Basic
154,18064.62,70.01790697674419,258,69.74756756756756,Low,7324.253372093023,16.44,Basic
155,17302.39,65.78855513307984,263,65.53935606060605,Low,7019.592566539924,14.52,Basic
156,19181.3,78.93539094650205,243,78.61188524590163,Low,7769.100617283951,19.24,Basic
157,19452.21,80.05024691358024,243,79.72217213114753,Low,7877.799074074073,19.93,Basic
158,18211.7,74.3334693877551,245,74.03130081300813,Low,7380.480040816326,16.79,Basic
159,15425.06,70.43406392694064,219,70.11390909090909,Low,6256.8542191780825,9.71,Basic
160,22891.41,88.72639534883722,258,88.3838223938224,Low,9260.581918604652,28.65,Basic
161,16293.52,61.02441947565544,267,60.79671641791045,Low,6615.815325842697,11.97,Basic
162,17289.12,64.75325842696628,267,64.51164179104477,Low,7015.17397752809,14.49,Basic
163,19751.63,71.04902877697842,278,70.79437275985663,Low,8005.366708633094,20.73,Basic
164,24029.62,90.33691729323309,266,89.99857677902621,Low,9718.749075187969,31.54,Basic
165,16458.28,62.34196969696969,264,62.10671698113208,Low,6681.2145909090905,12.38,Basic
166,16590.81,63.082927756654,263,62.84397727272728,Low,6734.148878326996,12.72,Basic
167,15450.71,60.829566929133854,254,60.59101960784314,Low,6274.732870078739,9.82,Basic
168,17525.59,68.4593359375,256,68.19295719844358,Low,7107.573800781251,15.07,Basic
169,20226.36,71.72468085106384,282,71.47123674911661,Low,8196.66140425532,21.94,Basic
170,17843.84,72.832,245,72.53593495934959,Low,7232.8856,15.86,Basic
171,18442.97,69.07479400749064,267,68.81705223880597,Low,7478.010438202248,17.41,Basic
172,16489.69,63.42188461538461,260,63.178888888888885,Low,6692.902565384616,12.46,Basic
173,24970.1,85.80790378006873,291,85.5140410958904,Low,10101.08237113402,33.95,Basic
174,16448.93,71.82938864628821,229,71.51708695652174,Low,6669.820816593887,12.31,Basic
175,18574.68,74.89790322580646,248,74.59710843373495,Low,7526.741370967742,17.72,Basic
176,17542.92,73.09549999999999,240,72.79219917012448,Low,7111.0966499999995,15.09,Basic
177,15933.43,63.98967871485944,249,63.73372,Low,6467.268903614458,11.04,Basic
178,20509.99,85.10369294605809,241,84.75202479338841,Low,8301.827107883817,22.6,Basic
179,18316.19,70.17697318007663,261,69.90912213740458,Low,7425.829091954023,17.08,Basic
180,22477.18,86.11946360153257,261,85.79076335877863,Low,9095.007839080461,27.6,Basic
181,19005.62,71.4496992481203,266,71.18209737827715,Low,7703.482909774436,18.83,Basic
182,21051.2,78.8434456928839,267,78.54925373134328,Low,8524.233033707867,24.01,Basic
183,15550.86,62.705080645161296,248,62.453253012048194,Low,6313.555524193549,10.07,Basic
184,18961.09,69.20105839416058,274,68.94941818181819,Low,7687.396317518249,18.73,Basic
185,17104.97,62.42689781021898,274,62.19989090909091,Low,6942.916069343067,14.03,Basic
186,16348.13,64.87353174603174,252,64.61711462450593,Low,6634.31405952381,12.09,Basic
187,18375.17,63.58190311418685,289,63.36265517241379,Low,7455.8425709342555,17.27,Basic
188,14901.32,62.87476793248945,237,62.61058823529412,Low,6050.4904303797475,8.41,Basic
189,20014.17,80.05668000000001,250,79.73772908366534,Low,8104.685004,21.36,Basic
190,17664.63,66.91147727272728,264,66.65898113207548,Low,7165.125443181819,15.44,Basic
191,18199.71,67.9093656716418,268,67.65691449814126,Low,7380.656809701492,16.79,Basic
192,16083.8,63.07372549019608,255,62.82734375,Low,6528.94211764706,11.42,Basic
193,20164.65,77.25919540229886,261,76.96431297709924,Low,8167.337758620691,21.75,Basic
194,15660.31,66.07725738396624,237,65.79962184873949,Low,6355.0471772151905,10.33,Basic
195,16592.78,60.55759124087591,274,60.33738181818181,Low,6737.479277372263,12.74,Basic
196,15953.96,63.81584,250,63.56159362549801,Low,6475.728752,11.09,Basic
197,18080.53,69.27406130268199,261,69.00965648854961,Low,7331.294218390804,16.48,Basic
198,20832.05,79.51164122137405,262,79.20931558935361,Low,8435.273492366412,23.44,Basic
199,12671.45,55.09326086956522,230,54.85476190476191,Low,5154.10797826087,2.76,Basic
200,17855.81,66.37847583643124,269,66.13262962962963,Low,7242.937542750929,15.93,Basic
201,16563.52,61.34637037037037,270,61.120000000000005,Low,6724.811911111112,12.66,Basic
202,16588.97,68.26736625514404,243,67.98758196721312,Low,6728.968209876543,12.69,Basic
203,23816.73,91.25183908045976,261,90.9035496183206,Low,9632.367551724137,30.99,Basic
204,19008.44,72.82927203065134,261,72.55129770992366,Low,7703.524781609196,18.83,Basic
205,15990.82,61.50315384615384,260,61.26750957854406,Low,6492.778946153847,11.2,Basic
206,15728.95,58.69011194029851,268,58.47193308550186,Low,6389.58703358209,10.55,Basic
207,21819.56,78.77097472924189,277,78.48762589928059,Low,8834.555292418774,25.96,Basic
208,15325.99,58.72026819923372,261,58.49614503816794,Low,6226.312080459771,9.52,Basic
209,17939.54,69.80365758754864,257,69.5331007751938,Low,7273.857097276265,16.12,Basic
210,17273.19,69.64995967741935,248,69.37024096385542,Low,7004.570987903226,14.42,Basic
211,19249.35,76.9974,250,76.69063745019919,Low,7797.83922,19.43,Basic
212,18550.25,68.9600371747212,269,68.70462962962964,Low,7521.488011152416,17.68,Basic
213,18633.28,69.52716417910447,268,69.26869888475836,Low,7554.570149253731,17.89,Basic
214,17302.2,67.58671875,256,67.32373540856031,Low,7017.956015625001,14.51,Basic
215,17622.8,69.10901960784314,255,68.8390625,Low,7146.352705882353,15.32,Basic
216,18343.82,73.66995983935743,249,73.37528,Low,7434.328987951807,17.13,Basic
217,17414.6,64.26051660516605,271,64.02426470588235,Low,7066.41815498155,14.81,Basic
218,18524.11,72.92956692913386,254,72.64356862745099,Low,7507.72287007874,17.6,Basic
219,19995.76,71.66939068100358,279,71.41342857142857,Low,8103.504817204301,21.35,Basic
220,14246.4,55.21860465116279,258,55.005405405405405,Low,5792.525581395349,6.78,Basic
221,17426.92,66.76980842911877,261,66.51496183206106,Low,7069.098942528736,14.83,Basic
222,17698.64,66.78732075471697,265,66.53624060150376,Low,7178.992196226415,15.52,Basic
223,23965.08,86.83000000000001,276,86.5165342960289,Low,9694.881000000001,31.39,Basic
224,18607.72,76.57497942386831,243,76.26114754098361,Low,7538.9604938271605,17.79,Basic
225,19699.55,76.65194552529182,257,76.3548449612403,Low,7979.915583657587,20.57,Basic
226,16457.24,64.53819607843138,255,64.28609375,Low,6678.75745882353,12.37,Basic
227,17002.2,66.93779527559056,254,66.67529411764706,Low,6897.161338582678,13.75,Basic
228,22264.87,85.96474903474903,259,85.63411538461538,Low,9009.437424710426,27.06,Basic
229,19990.32,80.93246963562753,247,80.60612903225807,Low,8094.507740890689,21.3,Basic
230,17442.66,66.3219011406844,263,66.07068181818181,Low,7075.860570342205,14.87,Basic
231,17501.4,72.9225,240,72.61991701244814,Low,7094.436750000002,14.99,Basic
232,22342.71,84.63147727272727,264,84.31211320754717,Low,9041.67344318182,27.27,Basic
233,12580.02,52.63606694560669,239,52.41675,Low,5119.498820083682,2.54,Basic
234,19765.21,76.31355212355211,259,76.02003846153846,Low,8006.678065637066,20.74,Basic
235,17443.26,66.07295454545454,264,65.82362264150943,Low,7076.3258863636365,14.88,Basic
236,18069.8,67.17397769516728,269,66.92518518518519,Low,7328.77219330855,16.47,Basic
237,15483.17,57.7730223880597,268,57.55825278810409,Low,6290.999906716417,9.92,Basic
238,21064.34,81.64472868217054,258,81.32949806949807,Low,8527.62941860465,24.03,Basic
239,16142.13,60.684699248120296,266,60.45741573033708,Low,6554.857409774436,11.59,Basic
240,16066.47,65.04643724696356,247,64.78415322580645,Low,6520.20193117409,11.37,Basic
241,19415.34,67.18110726643599,289,66.94944827586207,Low,7872.990332179931,19.9,Basic
242,16603.04,66.67887550200804,249,66.41216,Low,6735.919662650603,12.73,Basic
243,17861.12,65.66588235294117,272,65.42534798534798,Low,7245.747764705883,15.94,Basic
244,20052.49,71.6160357142857,280,71.36117437722419,Low,8126.480810714287,21.5,Basic
245,15884.36,59.0496654275093,269,58.83096296296296,Low,6452.1588996282535,10.94,Basic
246,18509.3,72.02062256809339,257,71.74147286821704,Low,7502.426186770429,17.56,Basic
247,14670.72,57.987035573122526,253,57.75874015748031,Low,5961.584110671937,7.85,Basic
248,16072.55,67.81666666666666,237,67.53172268907562,Low,6520.465000000001,11.37,Basic
249,17652.23,67.37492366412214,262,67.11874524714828,Low,7159.704477099237,15.4,Basic
250,23365.73,80.57148275862069,290,80.29460481099656,Low,9457.463444827586,29.89,Basic
251,18718.53,73.1192578125,256,72.83474708171205,Low,7586.14777734375,18.09,Basic
252,16205.01,65.60732793522267,247,65.34278225806452,Low,6575.786198380568,11.72,Basic
253,15094.66,58.963515625,256,58.73408560311284,Low,6132.353054687501,8.92,Basic
254,17708.49,68.90463035019457,257,68.63755813953489,Low,7181.16738910506,15.54,Basic
255,17361.55,73.87893617021277,235,73.56588983050847,Low,7037.283680851064,14.63,Basic
256,20674.37,80.7592578125,256,80.44501945525292,Low,8370.77577734375,23.04,Basic
257,19184.63,68.7621146953405,279,68.51653571428572,Low,7778.180634408603,19.3,Basic
258,16977.4,71.63459915611816,237,71.33361344537816,Low,6883.550379746836,13.66,Basic
259,24279.64,91.96833333333332,264,91.62128301886791,Low,9818.6465,32.17,Basic
260,18430.71,73.13773809523809,252,72.84865612648221,Low,7469.825321428571,17.36,Basic
261,24257.76,102.7871186440678,236,102.35341772151898,Low,9804.74013559322,32.08,Basic
262,17442.33,68.6705905511811,254,68.40129411764707,Low,7073.733177165355,14.86,Basic
263,18583.24,73.4515415019763,253,73.16236220472442,Low,7531.231462450593,17.74,Basic
264,17369.05,72.0707468879668,241,71.77293388429752,Low,7041.54122406639,14.66,Basic
265,20346.34,76.77864150943397,265,76.49,Low,8241.06959245283,22.22,Basic
266,17503.52,68.10708171206225,257,67.8431007751938,Low,7098.94012451362,15.02,Basic
267,15363.6,61.20956175298805,251,60.96666666666667,Low,6239.102868525897,9.6,Basic
268,17333.89,60.60800699300699,286,60.39682926829269,Low,7037.538402097903,14.63,Basic
269,20415.6,77.33181818181818,264,77.03999999999999,Low,8268.639545454545,22.39,Basic
270,18790.52,68.5785401459854,274,68.32916363636363,Low,7618.981562043796,18.3,Basic
271,21630.47,85.83519841269842,252,85.49592885375495,Low,8753.53855952381,25.45,Basic
272,15991.71,60.57465909090909,264,60.34607547169811,Low,6494.056397727273,11.2,Basic
273,16305.73,64.70527777777778,252,64.4495256916996,Low,6617.303583333334,11.98,Basic
274,18461.91,67.87466911764706,272,67.62604395604396,Low,7486.726400735294,17.46,Basic
275,21251.05,84.32956349206349,252,83.99624505928854,Low,8601.31886904762,24.49,Basic
276,16295.6,65.97408906882592,247,65.70806451612903,Low,6612.132226720649,11.95,Basic
277,20975.04,78.26507462686567,268,77.97412639405205,Low,8493.89552238806,23.81,Basic
278,16218.94,64.10648221343874,253,63.85409448818898,Low,6582.707944664032,11.76,Basic
279,19098.11,76.0880876494024,251,75.78615079365079,Low,7737.370426294821,19.04,Basic
280,18902.62,68.4877536231884,276,68.24050541516245,Low,7664.394326086956,18.58,Basic
281,18215.24,70.32911196911198,259,70.0586153846154,Low,7384.894733590735,16.82,Basic
282,21454.39,84.13486274509803,255,83.8062109375,Low,8683.496458823529,25.01,Basic
283,17348.62,66.9830888030888,259,66.72546153846153,Low,7037.242926640927,14.63,Basic
284,16226.85,64.39226190476191,252,64.13774703557313,Low,6585.65767857143,11.78,Basic
285,17796.06,63.55735714285715,280,63.3311743772242,Low,7221.491207142858,15.79,Basic
286,16719.29,70.84444915254238,236,70.54552742616035,Low,6779.769334745763,13.01,Basic
287,19548.01,76.96066929133858,254,76.65886274509803,Low,7918.492200787401,20.19,Basic
288,16521.84,63.54553846153846,260,63.30206896551724,Low,6705.799661538463,12.54,Basic
289,15214.46,67.92169642857142,224,67.61982222222221,Low,6173.360508928571,9.18,Basic
290,19665.54,70.4858064516129,279,70.23407142857143,Low,7971.061741935484,20.52,Basic
291,20270.26,82.06582995951416,247,81.73491935483871,Low,8206.823748987854,22.0,Basic
292,18477.25,77.31066945606695,239,76.98854166666666,Low,7485.793200836821,17.46,Basic
293,15499.42,58.70992424242424,264,58.48837735849057,Low,6296.580977272727,9.96,Basic
294,18434.17,73.44290836653386,251,73.15146825396825,Low,7471.00087250996,17.36,Basic
295,15046.85,65.42108695652173,230,65.13787878787879,Low,6107.366326086957,8.77,Basic
296,20873.65,77.30981481481481,270,77.02453874538746,Low,8453.652944444446,23.56,Basic
297,19540.13,72.10380073800738,271,71.83871323529412,Low,7918.983140221403,20.19,Basic
298,20193.1,81.75344129554655,247,81.42379032258064,Low,8175.866032388664,21.81,Basic
299,19496.06,70.38288808664261,277,70.12971223021583,Low,7902.638866425994,20.09,Basic
300,15455.83,62.82857723577236,246,62.57421052631579,Low,6274.980573170732,9.82,Basic
301,20394.23,75.53418518518518,270,75.25546125461254,Low,8261.352255555556,22.35,Basic
302,15625.86,58.30544776119403,268,58.088698884758365,Low,6348.235634328359,10.28,Basic
303,18005.16,68.4606844106464,263,68.20136363636364,Low,7301.502205323194,16.3,Basic
304,19285.73,73.89168582375478,261,73.60965648854962,Low,7814.759505747127,19.53,Basic
305,16993.92,67.1696442687747,253,66.9051968503937,Low,6893.618893280632,13.72,Basic
306,16064.37,62.9975294117647,255,62.7514453125,Low,6521.14725882353,11.37,Basic
307,21886.45,80.76180811808118,271,80.46488970588236,Low,8860.108542435424,26.12,Basic
308,17031.99,59.55241258741259,286,59.34491289198607,Low,6916.461723776225,13.87,Basic
309,16499.21,60.88269372693727,271,60.658860294117645,Low,6699.248808118082,12.5,Basic
310,17590.13,66.37784905660378,265,66.1283082706767,Low,7135.465354716982,15.25,Basic
311,14736.77,58.24810276679842,253,58.018779527559055,Low,5988.08243083004,8.01,Basic
312,16545.82,64.38062256809339,257,64.13108527131783,Low,6714.742186770429,12.6,Basic
313,19535.66,68.54617543859649,285,68.3065034965035,Low,7920.327852631579,20.2,Basic
314,42945.13,166.453992248062,258,165.81131274131272,Low,17305.38819767442,79.37,Gold
315,17302.13,62.688876811594206,276,62.46256317689531,Low,7022.45866304348,14.54,Basic
316,21712.45,78.66829710144928,276,78.38429602888087,Low,8791.380489130435,25.69,Basic
317,14303.93,62.7365350877193,228,62.46257641921397,Low,5808.792960526315,6.88,Basic
318,17499.85,63.63581818181817,275,63.4052536231884,Low,7101.5307454545455,15.03,Basic
