user_id,total_spent,avg_spent,transaction_count,spending_intensity,risk_segment,segment
55,19880.28,70.00098591549295,284,69.75536842105262,Low,1
56,17546.76,64.0392700729927,274,63.8064,Low,1
57,16263.67,64.28328063241106,253,64.03019685039371,Low,0
58,14660.2,60.0827868852459,244,59.83755102040816,Low,0
59,18674.1,71.82346153846153,260,71.54827586206896,Low,1
60,19523.77,72.31025925925925,270,72.04343173431735,Low,1
61,17583.4,58.22317880794702,302,58.03102310231024,Low,1
62,47397.36000000001,166.89211267605637,284,166.3065263157895,Low,2
63,23022.45,94.35430327868852,244,93.9691836734694,Low,3
64,16984.32,64.33454545454545,264,64.09177358490565,Low,1
65,20742.65,83.97834008097166,247,83.63971774193548,Low,3
66,19141.15,65.55188356164383,292,65.32815699658704,Low,1
67,15824.54,63.29816,250,63.04597609561753,Low,0
68,21764.98,85.35286274509804,255,85.019453125,Low,3
69,26948.38,110.898683127572,243,110.44418032786884,Low,2
70,18761.92,70.00716417910446,268,69.74691449814125,Low,1
71,14922.86,60.662032520325205,246,60.41643724696357,Low,0
72,17330.9,70.45081300813008,246,70.16558704453442,Low,0
73,20376.79,75.19110701107012,271,74.91466911764707,Low,3
74,19501.87,78.00748,250,77.69669322709163,Low,3
75,22067.71,76.8909756097561,287,76.62399305555556,Low,3
76,20627.99,75.28463503649635,274,75.01087272727273,Low,3
77,19346.61,81.97716101694915,236,81.63126582278481,Low,3
78,18895.86,71.57522727272728,264,71.3051320754717,Low,1
79,16967.1,69.25346938775509,245,68.97195121951219,Low,0
80,18853.38,69.06,273,68.80795620437956,Low,1
81,19651.47,70.94393501805055,277,70.68874100719425,Low,1
82,17413.01,66.20916349809886,263,65.95837121212121,Low,1
83,20948.14,77.29940959409593,271,77.0152205882353,Low,3
84,17033.03,67.32422924901185,253,67.05917322834645,Low,0
85,17442.68,73.597805907173,237,73.28857142857143,Low,0
86,17622.9,63.85108695652175,276,63.62057761732852,Low,1
87,17514.51,70.62302419354837,248,70.33939759036144,Low,0
88,22064.22,85.85299610894943,257,85.52023255813954,Low,3
89,20497.64,72.68666666666667,282,72.42982332155476,Low,1
90,17102.49,62.87680147058824,272,62.64648351648352,Low,1
91,16794.07,70.5633193277311,238,70.26807531380753,Low,0
92,17576.32,64.85726937269372,271,64.61882352941177,Low,1
93,18374.61,75.61567901234568,243,75.3057786885246,Low,0
94,21169.42,80.18719696969697,264,79.8846037735849,Low,3
95,17817.0,63.405693950177934,281,63.180851063829785,Low,1
96,17554.13,71.35825203252033,246,71.06935222672065,Low,0
97,19508.46,70.17431654676258,278,69.92279569892473,Low,1
98,19183.36,71.57970149253731,268,71.3136059479554,Low,1
99,14938.08,60.47805668016194,247,60.2341935483871,Low,0
100,18438.18,73.45888446215139,251,73.16738095238095,Low,0
101,17537.78,66.68357414448668,263,66.43098484848484,Low,1
102,16361.05,60.37287822878229,271,60.15091911764706,Low,1
103,14032.77,64.37050458715596,218,64.07657534246576,Low,0
104,19972.78,69.8348951048951,286,69.59156794425087,Low,1
105,19273.53,70.59901098901098,273,70.3413503649635,Low,1
106,18693.45,69.49237918215614,269,69.235,Low,1
107,16328.2,66.91885245901639,244,66.64571428571429,Low,0
108,17969.33,68.32444866920153,263,68.06564393939395,Low,1
109,16881.44,66.4623622047244,254,66.20172549019607,Low,0
110,25570.19,91.64942652329748,279,91.32210714285712,Low,3
111,15624.12,62.24749003984064,251,62.00047619047619,Low,0
112,19436.98,65.22476510067114,298,65.0066220735786,Low,1
113,15742.78,56.22421428571429,280,56.02412811387901,Low,1
114,20001.19,75.47618867924528,265,75.19244360902255,Low,3
115,17629.73,68.33228682170542,258,68.0684555984556,Low,0
116,19893.34,72.60343065693431,274,72.33941818181819,Low,1
117,24741.56,86.20752613240418,287,85.90819444444445,Low,3
118,16565.81,63.47053639846744,261,63.228282442748096,Low,1
119,20981.86,81.32503875968993,258,81.01104247104247,Low,3
120,14831.02,61.79591666666667,240,61.5395020746888,Low,0
121,15976.22,62.407109375,256,62.16428015564202,Low,0
122,18093.61,73.55126016260162,246,73.25348178137652,Low,0
123,19775.87,74.62592452830188,265,74.34537593984962,Low,3
124,16970.06,65.52146718146719,259,65.26946153846154,Low,0
125,15658.19,62.13567460317461,252,61.8900790513834,Low,0
126,15438.65,63.5335390946502,243,63.27315573770492,Low,0
127,18110.16,62.448827586206896,290,62.23422680412371,Low,1
128,14277.36,56.65619047619048,252,56.43225296442688,Low,0
129,15394.53,65.2310593220339,236,64.95582278481012,Low,0
130,13941.18,55.76472,250,55.54254980079681,Low,0
131,17464.08,63.50574545454546,275,63.27565217391305,Low,1
132,15594.99,63.39426829268292,246,63.13761133603239,Low,0
133,13030.31,54.52012552301255,239,54.29295833333333,Low,0
134,18798.52,74.59730158730159,252,74.30245059288538,Low,3
135,15781.31,60.46478927203065,261,60.23400763358779,Low,0
136,16588.7,66.62128514056225,249,66.3548,Low,0
137,17385.77,65.11524344569288,267,64.87227611940298,Low,1
138,17010.35,63.94868421052631,266,63.70917602996254,Low,1
139,15905.33,64.65581300813008,246,64.39404858299595,Low,0
140,18464.35,66.4185251798561,278,66.18046594982079,Low,1
141,22601.21,87.9424513618677,257,87.60158914728682,Low,3
142,17752.88,65.99583643122676,269,65.75140740740741,Low,1
143,15789.53,63.15812,250,62.90649402390438,Low,0
144,18544.32,68.68266666666666,270,68.42922509225092,Low,1
145,16118.03,65.25518218623482,247,64.99205645161291,Low,0
146,15573.5,65.16108786610879,239,64.88958333333333,Low,0
147,20131.03,72.154229390681,279,71.8965357142857,Low,1
148,15283.36,60.40853754940712,253,60.17070866141732,Low,0
149,16054.43,62.95854901960784,255,62.7126171875,Low,0
150,20175.29,73.63244525547445,274,73.36469090909091,Low,3
151,17194.19,67.69366141732283,254,67.42819607843137,Low,0
152,17796.15,69.78882352941177,255,69.5162109375,Low,0
153,18363.13,66.77501818181818,275,66.53307971014493,Low,1
154,18064.62,70.01790697674419,258,69.74756756756756,Low,1
155,17302.39,65.78855513307984,263,65.53935606060605,Low,1
156,19181.3,78.93539094650205,243,78.61188524590163,Low,3
157,19452.21,80.05024691358024,243,79.72217213114753,Low,3
158,18211.7,74.3334693877551,245,74.03130081300813,Low,0
159,15425.06,70.43406392694064,219,70.11390909090909,Low,0
160,22891.41,88.72639534883722,258,88.3838223938224,Low,3
161,16293.52,61.02441947565544,267,60.79671641791045,Low,1
162,17289.12,64.75325842696628,267,64.51164179104477,Low,1
163,19751.63,71.04902877697842,278,70.79437275985663,Low,1
164,24029.62,90.33691729323309,266,89.99857677902621,Low,3
165,16458.28,62.34196969696969,264,62.10671698113208,Low,1
166,16590.81,63.082927756654,263,62.84397727272728,Low,1
167,15450.71,60.829566929133854,254,60.59101960784314,Low,0
168,17525.59,68.4593359375,256,68.19295719844358,Low,0
169,20226.36,71.72468085106384,282,71.47123674911661,Low,1
170,17843.84,72.832,245,72.53593495934959,Low,0
171,18442.97,69.07479400749064,267,68.81705223880597,Low,1
172,16489.69,63.42188461538461,260,63.178888888888885,Low,0
173,24970.1,85.80790378006873,291,85.5140410958904,Low,3
174,16448.93,71.82938864628821,229,71.51708695652174,Low,0
175,18574.68,74.89790322580646,248,74.59710843373495,Low,0
176,17542.92,73.09549999999999,240,72.79219917012448,Low,0
177,15933.43,63.98967871485944,249,63.73372,Low,0
178,20509.99,85.10369294605809,241,84.75202479338841,Low,3
179,18316.19,70.17697318007663,261,69.90912213740458,Low,1
180,22477.18,86.11946360153257,261,85.79076335877863,Low,3
181,19005.62,71.4496992481203,266,71.18209737827715,Low,1
182,21051.2,78.8434456928839,267,78.54925373134328,Low,3
183,15550.86,62.705080645161296,248,62.453253012048194,Low,0
184,18961.09,69.20105839416058,274,68.94941818181819,Low,1
185,17104.97,62.42689781021898,274,62.19989090909091,Low,1
186,16348.13,64.87353174603174,252,64.61711462450593,Low,0
187,18375.17,63.58190311418685,289,63.36265517241379,Low,1
188,14901.32,62.87476793248945,237,62.61058823529412,Low,0
189,20014.17,80.05668000000001,250,79.73772908366534,Low,3
190,17664.63,66.91147727272728,264,66.65898113207548,Low,1
191,18199.71,67.9093656716418,268,67.65691449814126,Low,1
192,16083.8,63.07372549019608,255,62.82734375,Low,0
193,20164.65,77.25919540229886,261,76.96431297709924,Low,3
194,15660.31,66.07725738396624,237,65.79962184873949,Low,0
195,16592.78,60.55759124087591,274,60.33738181818181,Low,1
196,15953.96,63.81584,250,63.56159362549801,Low,0
197,18080.53,69.27406130268199,261,69.00965648854961,Low,1
198,20832.05,79.51164122137405,262,79.20931558935361,Low,3
199,12671.45,55.09326086956522,230,54.85476190476191,Low,0
200,17855.81,66.37847583643124,269,66.13262962962963,Low,1
201,16563.52,61.34637037037037,270,61.120000000000005,Low,1
202,16588.97,68.26736625514404,243,67.98758196721312,Low,0
203,23816.73,91.25183908045976,261,90.9035496183206,Low,3
204,19008.44,72.82927203065134,261,72.55129770992366,Low,3
205,15990.82,61.50315384615384,260,61.26750957854406,Low,0
206,15728.95,58.69011194029851,268,58.47193308550186,Low,1
207,21819.56,78.77097472924189,277,78.48762589928059,Low,3
208,15325.99,58.72026819923372,261,58.49614503816794,Low,0
209,17939.54,69.80365758754864,257,69.5331007751938,Low,0
210,17273.19,69.64995967741935,248,69.37024096385542,Low,0
211,19249.35,76.9974,250,76.69063745019919,Low,3
212,18550.25,68.9600371747212,269,68.70462962962964,Low,1
213,18633.28,69.52716417910447,268,69.26869888475836,Low,1
214,17302.2,67.58671875,256,67.32373540856031,Low,0
215,17622.8,69.10901960784314,255,68.8390625,Low,0
216,18343.82,73.66995983935743,249,73.37528,Low,0
217,17414.6,64.26051660516605,271,64.02426470588235,Low,1
218,18524.11,72.92956692913386,254,72.64356862745099,Low,0
219,19995.76,71.66939068100358,279,71.41342857142857,Low,1
220,14246.4,55.21860465116279,258,55.005405405405405,Low,0
221,17426.92,66.76980842911877,261,66.51496183206106,Low,1
222,17698.64,66.78732075471697,265,66.53624060150376,Low,1
223,23965.08,86.83000000000001,276,86.5165342960289,Low,3
224,18607.72,76.57497942386831,243,76.26114754098361,Low,0
225,19699.55,76.65194552529182,257,76.3548449612403,Low,3
226,16457.24,64.53819607843138,255,64.28609375,Low,0
227,17002.2,66.93779527559056,254,66.67529411764706,Low,0
228,22264.87,85.96474903474903,259,85.63411538461538,Low,3
229,19990.32,80.93246963562753,247,80.60612903225807,Low,3
230,17442.66,66.3219011406844,263,66.07068181818181,Low,1
231,17501.4,72.9225,240,72.61991701244814,Low,0
232,22342.71,84.63147727272727,264,84.31211320754717,Low,3
233,12580.02,52.63606694560669,239,52.41675,Low,0
234,19765.21,76.31355212355211,259,76.02003846153846,Low,3
235,17443.26,66.07295454545454,264,65.82362264150943,Low,1
236,18069.8,67.17397769516728,269,66.92518518518519,Low,1
237,15483.17,57.7730223880597,268,57.55825278810409,Low,1
238,21064.34,81.64472868217054,258,81.32949806949807,Low,3
239,16142.13,60.684699248120296,266,60.45741573033708,Low,1
240,16066.47,65.04643724696356,247,64.78415322580645,Low,0
241,19415.34,67.18110726643599,289,66.94944827586207,Low,1
242,16603.04,66.67887550200804,249,66.41216,Low,0
243,17861.12,65.66588235294117,272,65.42534798534798,Low,1
244,20052.49,71.6160357142857,280,71.36117437722419,Low,1
245,15884.36,59.0496654275093,269,58.83096296296296,Low,1
246,18509.3,72.02062256809339,257,71.74147286821704,Low,1
247,14670.72,57.987035573122526,253,57.75874015748031,Low,0
248,16072.55,67.81666666666666,237,67.53172268907562,Low,0
249,17652.23,67.37492366412214,262,67.11874524714828,Low,1
250,23365.73,80.57148275862069,290,80.29460481099656,Low,3
251,18718.53,73.1192578125,256,72.83474708171205,Low,3
252,16205.01,65.60732793522267,247,65.34278225806452,Low,0
253,15094.66,58.963515625,256,58.73408560311284,Low,0
254,17708.49,68.90463035019457,257,68.63755813953489,Low,0
255,17361.55,73.87893617021277,235,73.56588983050847,Low,0
256,20674.37,80.7592578125,256,80.44501945525292,Low,3
257,19184.63,68.7621146953405,279,68.51653571428572,Low,1
258,16977.4,71.63459915611816,237,71.33361344537816,Low,0
259,24279.64,91.96833333333332,264,91.62128301886791,Low,3
260,18430.71,73.13773809523809,252,72.84865612648221,Low,0
261,24257.76,102.7871186440678,236,102.35341772151898,Low,2
262,17442.33,68.6705905511811,254,68.40129411764707,Low,0
263,18583.24,73.4515415019763,253,73.16236220472442,Low,0
264,17369.05,72.0707468879668,241,71.77293388429752,Low,0
265,20346.34,76.77864150943397,265,76.49,Low,3
266,17503.52,68.10708171206225,257,67.8431007751938,Low,0
267,15363.6,61.20956175298805,251,60.96666666666667,Low,0
268,17333.89,60.60800699300699,286,60.39682926829269,Low,1
269,20415.6,77.33181818181818,264,77.03999999999999,Low,3
270,18790.52,68.5785401459854,274,68.32916363636363,Low,1
271,21630.47,85.83519841269842,252,85.49592885375495,Low,3
272,15991.71,60.57465909090909,264,60.34607547169811,Low,1
273,16305.73,64.70527777777778,252,64.4495256916996,Low,0
274,18461.91,67.87466911764706,272,67.62604395604396,Low,1
275,21251.05,84.32956349206349,252,83.99624505928854,Low,3
276,16295.6,65.97408906882592,247,65.70806451612903,Low,0
277,20975.04,78.26507462686567,268,77.97412639405205,Low,3
278,16218.94,64.10648221343874,253,63.85409448818898,Low,0
279,19098.11,76.0880876494024,251,75.78615079365079,Low,3
280,18902.62,68.4877536231884,276,68.24050541516245,Low,1
281,18215.24,70.32911196911198,259,70.0586153846154,Low,1
282,21454.39,84.13486274509803,255,83.8062109375,Low,3
283,17348.62,66.9830888030888,259,66.72546153846153,Low,1
284,16226.85,64.39226190476191,252,64.13774703557313,Low,0
285,17796.06,63.55735714285715,280,63.3311743772242,Low,1
286,16719.29,70.84444915254238,236,70.54552742616035,Low,0
287,19548.01,76.96066929133858,254,76.65886274509803,Low,3
288,16521.84,63.54553846153846,260,63.30206896551724,Low,0
289,15214.46,67.92169642857142,224,67.61982222222221,Low,0
290,19665.54,70.4858064516129,279,70.23407142857143,Low,1
291,20270.26,82.06582995951416,247,81.73491935483871,Low,3
292,18477.25,77.31066945606695,239,76.98854166666666,Low,0
293,15499.42,58.70992424242424,264,58.48837735849057,Low,1
294,18434.17,73.44290836653386,251,73.15146825396825,Low,0
295,15046.85,65.42108695652173,230,65.13787878787879,Low,0
296,20873.65,77.30981481481481,270,77.02453874538746,Low,3
297,19540.13,72.10380073800738,271,71.83871323529412,Low,1
298,20193.1,81.75344129554655,247,81.42379032258064,Low,3
299,19496.06,70.38288808664261,277,70.12971223021583,Low,1
300,15455.83,62.82857723577236,246,62.57421052631579,Low,0
301,20394.23,75.53418518518518,270,75.25546125461254,Low,3
302,15625.86,58.30544776119403,268,58.088698884758365,Low,1
303,18005.16,68.4606844106464,263,68.20136363636364,Low,1
304,19285.73,73.89168582375478,261,73.60965648854962,Low,3
305,16993.92,67.1696442687747,253,66.9051968503937,Low,0
306,16064.37,62.9975294117647,255,62.7514453125,Low,0
307,21886.45,80.76180811808118,271,80.46488970588236,Low,3
308,17031.99,59.55241258741259,286,59.34491289198607,Low,1
309,16499.21,60.88269372693727,271,60.658860294117645,Low,1
310,17590.13,66.37784905660378,265,66.1283082706767,Low,1
311,14736.77,58.24810276679842,253,58.018779527559055,Low,0
312,16545.82,64.38062256809339,257,64.13108527131783,Low,0
313,19535.66,68.54617543859649,285,68.3065034965035,Low,1
314,42945.13,166.453992248062,258,165.81131274131272,Low,2
315,17302.13,62.688876811594206,276,62.46256317689531,Low,1
316,21712.45,78.66829710144928,276,78.38429602888087,Low,3
317,14303.93,62.7365350877193,228,62.46257641921397,Low,0
318,17499.85,63.63581818181817,275,63.4052536231884,Low,1
319,14805.93,64.93828947368421,228,64.65471615720524,Low,0
320,18379.82,66.11446043165468,278,65.87749103942652,Low,1
321,16205.48,59.3607326007326,273,59.14408759124088,Low,1
322,18073.61,64.31889679715303,281,64.09081560283688,Low,1
323,15334.14,61.582891566265054,249,61.33656,Low,0
324,20095.99,72.54870036101083,277,72.28773381294964,Low,1
325,15426.35,58.65532319391635,263,58.43314393939394,Low,0
326,17526.71,67.15214559386973,261,66.89583969465649,Low,1
327,14894.6,63.65213675213676,234,63.38127659574468,Low,0
328,19703.58,75.783,260,75.49264367816093,Low,3
329,15839.12,63.61092369477912,249,63.356480000000005,Low,0
330,21321.53,86.32198380566801,247,85.97391129032258,Low,3
331,19411.89,80.2144214876033,242,79.88432098765432,Low,3
332,16017.44,63.06078740157481,254,62.81349019607843,Low,0
333,18246.11,69.90846743295019,261,69.64164122137404,Low,1
334,16203.84,66.13812244897959,245,65.86926829268293,Low,0
335,16768.28,68.16373983739837,246,67.88777327935222,Low,0
336,17355.73,67.7958203125,256,67.5320233463035,Low,0
337,17456.44,68.45662745098039,255,68.18921875,Low,0
338,20058.86,69.89149825783973,287,69.64881944444444,Low,1
339,17381.38,67.10957528957529,259,66.85146153846154,Low,1
340,15984.47,63.93788,250,63.683147410358565,Low,0
341,18666.63,76.19032653061225,245,75.88060975609757,Low,0
342,15954.49,63.31146825396825,252,63.061225296442686,Low,0
343,19568.55,79.2248987854251,247,78.9054435483871,Low,3
344,17525.18,73.02158333333334,240,72.71858921161825,Low,0
345,18475.81,74.20004016064257,249,73.90324000000001,Low,0
346,24092.06,95.22553359683796,253,94.85062992125984,Low,3
347,18963.1,69.97453874538745,271,69.71727941176471,Low,1
348,17609.48,72.76644628099173,242,72.46699588477367,Low,0
349,17872.55,62.710701754385966,285,62.49143356643357,Low,1
350,16938.43,62.96814126394053,269,62.73492592592593,Low,1
351,17162.72,66.01046153846154,260,65.75754789272031,Low,1
352,18215.66,65.76050541516246,277,65.52395683453237,Low,1
353,17436.75,66.80747126436782,261,66.55248091603053,Low,1
354,19452.28,70.47927536231883,276,70.22483754512635,Low,1
355,16953.58,61.42601449275363,276,61.20425992779784,Low,1
356,14631.01,65.31700892857143,224,65.02671111111111,Low,0
357,18507.03,75.53889795918367,245,75.23182926829269,Low,0
358,20370.43,78.95515503875968,258,78.65030888030888,Low,3
359,16210.28,62.10835249042146,261,61.87129770992367,Low,0
360,21311.07,87.34045081967213,244,86.98395918367346,Low,3
361,18108.18,67.06733333333334,270,66.81985239852399,Low,1
362,16723.68,65.84125984251969,254,65.58305882352941,Low,0
363,17382.54,66.34557251908397,262,66.09330798479088,Low,1
364,19107.93,67.99975088967972,281,67.75861702127659,Low,1
365,19793.03,69.2063986013986,286,68.9652613240418,Low,1
366,23858.99,84.6063475177305,282,84.30738515901061,Low,3
367,16333.33,69.80055555555556,234,69.50353191489361,Low,0
368,24890.2,99.96064257028112,249,99.5608,Low,2
369,18420.22,66.25978417266188,278,66.02229390681003,Low,1
370,17153.27,60.39883802816902,284,60.18691228070176,Low,1
371,15980.65,62.18151750972763,257,61.94050387596899,Low,0
372,17841.43,66.5725,268,66.3250185873606,Low,1
373,22412.32,74.70773333333334,300,74.45953488372093,Low,3
374,24072.89,86.28275985663082,279,85.97460714285714,Low,3
375,19615.37,69.0682042253521,284,68.8258596491228,Low,1
376,15884.7,62.29294117647059,255,62.049609375,Low,0
377,20831.14,80.42911196911197,259,80.11976923076922,Low,3
378,18377.07,70.41022988505748,261,70.14148854961832,Low,1
379,15362.97,58.414334600760455,263,58.19306818181818,Low,0
380,16149.37,63.580196850393705,254,63.330862745098045,Low,0
381,19358.19,77.74373493975904,249,77.43276,Low,3
382,20590.95,72.7595406360424,283,72.50334507042254,Low,1
383,14806.25,57.8369140625,256,57.61186770428016,Low,0
384,15461.67,61.60027888446215,251,61.35583333333334,Low,0
385,21405.02,89.18758333333334,240,88.81751037344398,Low,3
386,19934.96,71.96736462093862,277,71.7084892086331,Low,1
387,17309.21,73.97098290598291,234,73.65621276595745,Low,0
388,21742.34,82.67049429657794,263,82.35734848484849,Low,3
389,20436.47,75.69062962962964,270,75.41132841328414,Low,3
390,17331.98,64.43115241635688,269,64.19251851851851,Low,1
391,15318.79,61.76931451612904,248,61.52124497991968,Low,0
392,20075.58,76.62435114503818,262,76.33300380228138,Low,3
393,19176.51,77.01409638554216,249,76.70603999999999,Low,3
394,15807.11,65.58966804979254,241,65.31863636363637,Low,0
395,15676.08,59.83236641221374,262,59.60486692015209,Low,0
396,17995.67,67.1480223880597,268,66.89840148698885,Low,1
397,16236.5,71.84292035398231,226,71.52643171806167,Low,0
398,17335.8,62.35899280575539,278,62.13548387096774,Low,1
399,18053.58,64.70817204301076,279,64.47707142857143,Low,1
400,20302.89,78.69337209302326,258,78.38953667953668,Low,3
401,18334.95,60.511386138613865,303,60.31233552631579,Low,1
402,16919.84,66.87683794466403,253,66.61354330708662,Low,0
403,23022.84,86.87864150943396,265,86.55203007518797,Low,3
404,19469.99,77.87996000000001,250,77.5696812749004,Low,3
405,17890.2,73.32049180327868,244,73.02122448979593,Low,0
406,16326.0,63.27906976744186,258,63.03474903474904,Low,0
407,17202.88,59.11642611683849,291,58.91397260273973,Low,1
408,13943.6,62.24821428571429,224,61.971555555555554,Low,0
409,16081.47,59.78241635687732,269,59.561,Low,1
410,18308.47,74.72844897959185,245,74.42467479674798,Low,0
411,18332.03,72.74615079365078,252,72.4586166007905,Low,0
412,20219.59,71.44731448763251,283,71.19573943661972,Low,1
413,18573.42,71.43623076923076,260,71.16252873563218,Low,1
414,18880.34,67.91489208633094,278,67.67146953405017,Low,1
415,18003.56,72.595,248,72.30345381526105,Low,0
416,18222.26,71.180703125,256,70.90373540856031,Low,0
417,13849.42,59.43957081545064,233,59.18555555555555,Low,0
418,17271.23,66.17329501915708,261,65.92072519083969,Low,1
419,15869.43,65.8482572614108,241,65.57615702479339,Low,0
420,18855.45,72.24310344827586,261,71.96736641221375,Low,1
421,20080.52,66.93506666666667,300,66.71269102990033,Low,1
422,21041.69,74.09045774647886,284,73.83049122807017,Low,3
423,16398.95,61.41928838951311,267,61.19011194029851,Low,1
424,15175.48,57.92167938931298,262,57.70144486692015,Low,0
425,20505.37,77.96718631178707,263,77.67185606060606,Low,3
426,19625.13,73.77868421052632,266,73.5023595505618,Low,3
427,17130.83,70.49724279835392,243,70.20831967213115,Low,0
428,16096.07,64.90350806451613,248,64.6428514056225,Low,0
429,18304.32,74.40780487804878,246,74.10655870445343,Low,0
430,17677.71,68.51825581395349,258,68.25370656370656,Low,0
431,18250.06,71.011906614786,257,70.73666666666668,Low,1
432,16281.29,60.07856088560886,271,59.85768382352941,Low,1
433,15978.13,65.21685714285714,245,64.95174796747968,Low,0
434,17528.31,69.00909448818898,254,68.7384705882353,Low,0
435,19332.83,80.55345833333334,240,80.21921161825726,Low,3
436,16311.89,60.4144074074074,270,60.19147601476015,Low,1
437,15282.17,63.94213389121339,239,63.67570833333333,Low,0
438,26197.15,83.69696485623004,313,83.43041401273886,Low,3
439,22167.2,88.6688,250,88.31553784860559,Low,3
440,14746.29,55.85715909090909,264,55.64637735849057,Low,0
441,15516.34,63.59155737704918,244,63.332,Low,0
442,15938.81,64.26939516129032,248,64.01128514056225,Low,0
443,21531.29,76.89746428571429,280,76.6238078291815,Low,3
444,17250.09,68.72545816733067,251,68.45273809523809,Low,0
445,16571.36,56.55754266211604,293,56.36517006802721,Low,1
446,13965.31,57.70789256198347,242,57.47041152263374,Low,0
447,17881.91,71.24266932270916,251,70.95996031746031,Low,0
448,16934.91,62.49044280442804,271,62.26069852941176,Low,1
449,16307.13,67.66443983402489,241,67.3848347107438,Low,0
450,17895.53,64.8388768115942,276,64.60480144404332,Low,1
451,16508.42,68.21661157024792,242,67.93588477366255,Low,0
452,18198.7,73.67894736842105,247,73.38185483870969,Low,0
453,18558.82,69.24932835820896,268,68.99189591078067,Low,1
454,17186.26,66.61341085271317,258,66.35621621621621,Low,0
455,18799.57,78.98978991596638,238,78.65928870292888,Low,0
456,17358.34,69.99330645161291,248,69.71220883534137,Low,0
457,19903.14,75.96618320610686,262,75.67733840304183,Low,3
458,19408.61,73.24003773584906,265,72.9646992481203,Low,3
459,21583.29,79.35033088235295,272,79.05967032967034,Low,3
460,17035.31,60.62387900355872,281,60.40890070921986,Low,1
461,17375.57,61.83476868327402,281,61.61549645390071,Low,1
462,16767.79,63.75585551330799,263,63.51435606060606,Low,1
463,20706.95,78.13943396226415,265,77.84567669172932,Low,3
464,15688.0,63.77235772357724,246,63.51417004048583,Low,0
465,17598.82,66.41064150943396,265,66.16097744360903,Low,1
466,20732.57,73.51975177304965,282,73.25996466431096,Low,1
467,19892.38,79.88907630522088,249,79.56952,Low,3
468,16514.13,62.31747169811321,265,62.083195488721806,Low,1
469,19214.08,72.78060606060606,264,72.50596226415095,Low,3
